"metabolite","super_pathway","sub_pathway","fluid","platform_name","platform_unit","retention_index","CAS","PubChem","ChEBI"
"succinylcarnitine","Energy","TCA Cycle","plasma","Metabolon HD4 [nt-ms]","normalized counts","2291",NA,"71464481","CHEBI:73034"
"sucrose","Carbohydrates","Disaccharides and Oligosaccharides","plasma","Metabolon HD4 [nt-ms]","normalized counts","3092","57-50-1","5988","CHEBI:17992"
"sulfate*","Xenobiotics","Chemical","plasma","Metabolon HD4 [nt-ms]","normalized counts","616","14808-79-8","1117","CHEBI:26836"
"tartarate","Xenobiotics","Food Component/Plant","plasma","Metabolon HD4 [nt-ms]","normalized counts","615.29999999999995","87-69-4;6106-24-7","","CHEBI:26849"
"tartronate (hydroxymalonate)","Xenobiotics","Bacterial/Fungal","plasma","Metabolon HD4 [nt-ms]","normalized counts","610","80-69-3","45","CHEBI:16513"
"taurine","Amino Acids","Methionine, Cysteine, SAM and Taurine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","660","107-35-7","1123","CHEBI:15891"
"tauro-beta-muricholate","Lipids","Primary Bile Acid Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","4774","25696-60-0","","CHEBI:133057"
"taurochenodeoxycholate","Lipids","Primary Bile Acid Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","5250","6009-98-9","387316","CHEBI:16525"
"taurocholate","Lipids","Primary Bile Acid Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","5150","145-42-6","6675","CHEBI:28865"
"taurocholenate sulfate","Lipids","Secondary Bile Acid Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","4750",NA,"","CHEBI:166739"
"taurodeoxycholate","Lipids","Secondary Bile Acid Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","5257.4","207737-97-1","2733768","CHEBI:9410"
"taurolithocholate","Lipids","Secondary Bile Acid Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","5345","516-90-5","439763","CHEBI:36259"
"taurolithocholate 3-sulfate","Lipids","Secondary Bile Acid Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","5026.7","64936-83-0","440071","CHEBI:17864"
"tauroursodeoxycholate","Lipids","Secondary Bile Acid Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","5025","14605-22-2","","CHEBI:80774"
"tetradecanedioate","Lipids","Fatty Acid, Dicarboxylate","plasma","Metabolon HD4 [nt-ms]","normalized counts","4000","821-38-5","13185","CHEBI:76308"
"theobromine","Xenobiotics","Xanthine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","1600","83-67-0","5429","CHEBI:28946"
"theophylline","Xenobiotics","Xanthine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2356.9","58-55-9","2153","CHEBI:28177"
"threonate","Cofactors and Vitamins","Ascorbate and Aldarate Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2384","70753-61-6","","CHEBI:26984"
"threonine","Amino Acids","Glycine, Serine and Threonine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","1514","72-19-5","","CHEBI:26986"
"thymine","Nucleotides","Pyrimidine Metabolism, Thymine containing","plasma","Metabolon HD4 [nt-ms]","normalized counts","1654","65-71-4","1135","CHEBI:17821"
"thymol sulfate","Xenobiotics","Food Component/Plant","plasma","Metabolon HD4 [nt-ms]","normalized counts","4410","89-83-8","12456386","CHEBI:82911"
"thyroxine","Amino Acids","Phenylalanine and Tyrosine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","4808","51-48-9","","CHEBI:30660"
"tigloylglycine","Amino Acids","Leucine, Isoleucine and Valine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","1926","35842-45-6","6441567","CHEBI:73018"
"tiglylcarnitine","Amino Acids","Leucine, Isoleucine and Valine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2962","64191-86-2","","CHEBI:71179"
"trans-4-hydroxyproline","Amino Acids","Urea cycle; Arginine and Proline Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","1064","51-35-4","5810","CHEBI:18095, CHEBI:27992"
"trans-urocanate","Amino Acids","Histidine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2285","104-98-3","736715","CHEBI:30817"
"trigonelline (N'-methylnicotinate)","Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","1388","535-83-1","5570","CHEBI:18123"
"trimethylamine N-oxide","Lipids","Phospholipid Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2100","1184-78-7","1145","CHEBI:15724"
"tryptophan","Amino Acids","Tryptophan Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2986","73-22-3","1148","CHEBI:27897"
"tryptophan betaine","Amino Acids","Tryptophan Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2673","20671-76-5","","CHEBI:181719"
"tyramine O-sulfate","Amino Acids","Phenylalanine and Tyrosine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","1565","30223-92-8","153005","CHEBI:125571, CHEBI:133530"
"tyrosine","Amino Acids","Phenylalanine and Tyrosine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2430","60-18-4","1153","CHEBI:18186"
"umbelliferone sulfate","Xenobiotics","Food Component/Plant","plasma","Metabolon HD4 [nt-ms]","normalized counts","2442.8000000000002","69526-88-1","129659","CHEBI:133565"
"urate","Nucleotides","Purine Metabolism, (Hypo)Xanthine/Inosine containing","plasma","Metabolon HD4 [nt-ms]","normalized counts","757.1","69-93-2;120K5305","","CHEBI:27226"
"urea","Amino Acids","Urea cycle; Arginine and Proline Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","700","57-13-6","1176","CHEBI:16199"
"uridine","Nucleotides","Pyrimidine Metabolism, Uracil containing","plasma","Metabolon HD4 [nt-ms]","normalized counts","1457.6","58-96-8","6029","CHEBI:16704"
"ursodeoxycholate","Lipids","Secondary Bile Acid Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","5055","128-13-2","31401","CHEBI:9907"
"valine","Amino Acids","Leucine, Isoleucine and Valine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","909.4","72-18-4","1182","CHEBI:27266"
"vanillic alcohol sulfate","Amino Acids","Phenylalanine and Tyrosine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","1808","754920-02-0","","CHEBI:133583"
"vanillylmandelate (VMA)","Amino Acids","Phenylalanine and Tyrosine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","941","55-10-7","","CHEBI:20106"
"xanthine","Nucleotides","Purine Metabolism, (Hypo)Xanthine/Inosine containing","plasma","Metabolon HD4 [nt-ms]","normalized counts","910","69-89-6","","CHEBI:15318"
"xanthosine","Nucleotides","Purine Metabolism, (Hypo)Xanthine/Inosine containing","plasma","Metabolon HD4 [nt-ms]","normalized counts","1275","146-80-5","64959","CHEBI:18107"
"xanthurenate","Amino Acids","Tryptophan Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2236","59-007","5699","CHEBI:10072"
"xylose","Carbohydrates","Pentose Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","1727","609-06-3","","CHEBI:18222"
"1-kestose","Xenobiotics","Food Component/Plant","urine","Metabolon HD4 [nt-ms]","normalized counts","1054","470-69-9","440080","CHEBI:16885"
"1-methyl-beta-carboline-3-carboxylic acid","Xenobiotics","Food Component/Plant","urine","Metabolon HD4 [nt-ms]","normalized counts","3190","22329-38-0","5406157",""
"1-methyladenine","Nucleotides","Purine Metabolism, Adenine containing","urine","Metabolon HD4 [nt-ms]","normalized counts","2133","5142-22-3","78821","CHEBI:18083"
"1-methylguanidine","Amino Acids","Guanidino and Acetamido Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","2149","22661-87-6","10111","CHEBI:16628"
"1-methylhistamine","Amino Acids","Histidine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","3040","501-75-7","3614","CHEBI:29009"
"1-methylhistidine","Amino Acids","Histidine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1227","332-80-9","","CHEBI:70958"
"1-methylimidazoleacetate","Amino Acids","Histidine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","2064","2625-49-2","75810","CHEBI:1606"
"1-methylnicotinamide","Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1940","1005-24-9","457","CHEBI:16797"
"1-methylurate","Xenobiotics","Xanthine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1461","708-79-2","69726","CHEBI:68441"
"1-methylxanthine","Xenobiotics","Xanthine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1568.8","6136-37-4","","CHEBI:68443"
"1,2,3-benzenetriol sulfate (1)","Xenobiotics","Chemical","urine","Metabolon HD4 [nt-ms]","normalized counts","1453",NA,"","CHEBI:133588"
"1,2,3-benzenetriol sulfate (2)","Xenobiotics","Chemical","urine","Metabolon HD4 [nt-ms]","normalized counts","1709",NA,"","CHEBI:133588"
"1,3-dimethylurate","Xenobiotics","Xanthine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1671.4","944-73-0","70346","CHEBI:68447"
"1,3,7-trimethylurate","Xenobiotics","Xanthine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1985","5415-44-1","79437","CHEBI:691622"
"1,5-anhydroglucitol (1,5-AG)","Carbohydrates","Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","802","154-58-5","64960","CHEBI:16070"
"1,6-anhydroglucose","Xenobiotics","Food Component/Plant","urine","Metabolon HD4 [nt-ms]","normalized counts","919.7","498-07-7","2724705","CHEBI:30997"
"1,7-dimethylurate","Xenobiotics","Xanthine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1578.6","33868-03-0","91611","CHEBI:68449"
"11-ketoetiocholanolone glucuronide","Lipids","Steroid","urine","Metabolon HD4 [nt-ms]","normalized counts","4280","17181-16-7","53478031","CHEBI:88771"
"11-ketoetiocholanolone sulfate","Lipids","Steroid","urine","Metabolon HD4 [nt-ms]","normalized counts","4420",NA,"","CHEBI:34135"
"12-dehydrocholate","Lipids","Secondary Bile Acid Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","4871","2458-08-4;2458-08-4","94235","CHEBI:16312"
"16a-hydroxy DHEA 3-sulfate","Lipids","Steroid","urine","Metabolon HD4 [nt-ms]","normalized counts","4240",NA,"20848951","CHEBI:87774"
"17alpha-hydroxypregnanolone glucuronide","Lipids","Steroid","urine","Metabolon HD4 [nt-ms]","normalized counts","5071.8999999999996",NA,"","CHEBI:34353"
"2-acetamidophenol sulfate","Xenobiotics","Drug","urine","Metabolon HD4 [nt-ms]","normalized counts","2251","40712-60-5","181671","CHEBI:133562"
"2-aminoadipate","Amino Acids","Lysine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","3500","542-32-5;1118-90-7","469","CHEBI:37024"
"2-aminooctanoate","Lipids","Fatty Acid, Amino","urine","Metabolon HD4 [nt-ms]","normalized counts","750","644-90-6","69522","CHEBI:75145"
"2-aminophenol sulfate","Xenobiotics","Chemical","urine","Metabolon HD4 [nt-ms]","normalized counts","1677",NA,"181670","CHEBI:133186"
"2-ethylphenylsulfate","Xenobiotics","Benzoate Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","3416",NA,"22165369","CHEBI:178081"
"2-fucosyllactose","Carbohydrates","Disaccharides and Oligosaccharides","urine","Metabolon HD4 [nt-ms]","normalized counts","4060","41263-94-9","","CHEBI:147155"
"2-hydroxy-3-methylvalerate","Amino Acids","Leucine, Isoleucine and Valine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1800","488-15-3","","CHEBI:133083"
"2-hydroxyacetaminophen sulfate*","Xenobiotics","Drug","urine","Metabolon HD4 [nt-ms]","normalized counts","1674",NA,"","CHEBI:82942"
"2-hydroxyadipate","Lipids","Fatty Acid, Dicarboxylate","urine","Metabolon HD4 [nt-ms]","normalized counts","3000","18294-85-4","193530","CHEBI:17023"
"2-hydroxybutyrate/2-hydroxyisobutyrate","Amino Acids","Methionine, Cysteine, SAM and Taurine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1258",NA,"11671","CHEBI:50129, CHEBI:1148"
"2-hydroxyglutarate","Lipids","Fatty Acid, Dicarboxylate","urine","Metabolon HD4 [nt-ms]","normalized counts","958","40951-21-1","43","CHEBI:17084"
"2-hydroxyhippurate (salicylurate)","Xenobiotics","Benzoate Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","2184","487-54-7","10253","CHEBI:9008"
"2-hydroxyibuprofen","Xenobiotics","Drug","urine","Metabolon HD4 [nt-ms]","normalized counts","3462","51146-55-5","10443535","CHEBI:133197"
"2-hydroxyphenylacetate","Amino Acids","Phenylalanine and Tyrosine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","858.6","614-75-5","11970","CHEBI:28478"
"2-isopropylmalate","Xenobiotics","Food Component/Plant","urine","Metabolon HD4 [nt-ms]","normalized counts","725","3237-44-3","","CHEBI:28635"
"2-keto-3-deoxy-gluconate","Xenobiotics","Food Component/Plant","urine","Metabolon HD4 [nt-ms]","normalized counts","1900","17510-99-5","","CHEBI:17032"
"2-methoxyacetaminophen glucuronide*","Xenobiotics","Drug","urine","Metabolon HD4 [nt-ms]","normalized counts","1633",NA,"","CHEBI:133005"
"2-methoxyacetaminophen sulfate*","Xenobiotics","Drug","urine","Metabolon HD4 [nt-ms]","normalized counts","1949",NA,"","CHEBI:82944"
"2-methoxyresorcinol sulfate","Xenobiotics","Chemical","urine","Metabolon HD4 [nt-ms]","normalized counts","1863","1446269-78-8","122164840","CHEBI:133548"
"2-methylbutyrylcarnitine (C5)","Amino Acids","Leucine, Isoleucine and Valine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","3035","31023-25-3","6426901","CHEBI:73026"
"2-methylbutyrylglycine","Amino Acids","Leucine, Isoleucine and Valine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1884.2","52320-67-9","193872","CHEBI:86366"
"2-methylcitrate","Energy","TCA Cycle","urine","Metabolon HD4 [nt-ms]","normalized counts","1370","6061-96-7","515","CHEBI:30835"
"2-methylmalonyl carnitine","Lipids","Fatty Acid Synthesis","urine","Metabolon HD4 [nt-ms]","normalized counts","2440","149181-64-6","71464478","CHEBI:73031"
"2-oxindole-3-acetate","Xenobiotics","Food Component/Plant","urine","Metabolon HD4 [nt-ms]","normalized counts","2076","2971-31-5","3080590","CHEBI:133221"
"2-oxo-1-pyrrolidinepropionate","Xenobiotics","Chemical","urine","Metabolon HD4 [nt-ms]","normalized counts","1600","77191-38-9","3146688",""
"2-oxoadipate","Amino Acids","Lysine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","2633.1","3184-35-8","71","CHEBI:15753"
"2-piperidinone","Xenobiotics","Food Component/Plant","urine","Metabolon HD4 [nt-ms]","normalized counts","1675","675-20-7","12665","CHEBI:77761"
"2,3-dihydroxyisovalerate","Xenobiotics","Food Component/Plant","urine","Metabolon HD4 [nt-ms]","normalized counts","1050","1756-18-9","","CHEBI:15689"
"2,3-dihydroxypyridine","Xenobiotics","Food Component/Plant","urine","Metabolon HD4 [nt-ms]","normalized counts","1420","16867-04-2","28115","CHEBI:131454"
"2,4,6-trihydroxybenzoate","Xenobiotics","Benzoate Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1574","83-30-7","66520","CHEBI:165217"
"2'-deoxyadenosine","Nucleotides","Purine Metabolism, Adenine containing","urine","Metabolon HD4 [nt-ms]","normalized counts","2252","16373-93-6","13730","CHEBI:17256"
"2'-deoxyguanosine","Nucleotides","Purine Metabolism, Guanine containing","urine","Metabolon HD4 [nt-ms]","normalized counts","1751","961-07-9","187790","CHEBI:17172"
"2'-deoxyinosine","Nucleotides","Purine Metabolism, (Hypo)Xanthine/Inosine containing","urine","Metabolon HD4 [nt-ms]","normalized counts","1688","890-38-0","65058","CHEBI:28997"
"21-hydroxypregnenolone disulfate","Lipids","Steroid","urine","Metabolon HD4 [nt-ms]","normalized counts","3935","1164-98-3","134595","CHEBI:133695"
"3-(3-hydroxyphenyl)propionate","Amino Acids","Phenylalanine and Tyrosine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1980","621-54-5","91","CHEBI:1427"
"3-(3-hydroxyphenyl)propionate sulfate","Amino Acids","Phenylalanine and Tyrosine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1294","86321-32-6","187488","CHEBI:64414"
"3-(4-hydroxyphenyl)lactate","Amino Acids","Phenylalanine and Tyrosine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1379","6482-98-0","9378","CHEBI:17385"
"3-(cystein-S-yl)acetaminophen*","Xenobiotics","Drug","urine","Metabolon HD4 [nt-ms]","normalized counts","2420",NA,"5233914, 171264","CHEBI:133066, CHEBI:180558"
"3-(N-acetyl-L-cystein-S-yl) acetaminophen","Xenobiotics","Drug","urine","Metabolon HD4 [nt-ms]","normalized counts","2094","52372-86-8","83967","CHEBI:133435"
"3-aminoisobutyrate","Nucleotides","Pyrimidine Metabolism, Thymine containing","urine","Metabolon HD4 [nt-ms]","normalized counts","2215","10569-72-9;214139-20-5","64956","CHEBI:27389"
"3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)","Lipids","Fatty Acid, Dicarboxylate","urine","Metabolon HD4 [nt-ms]","normalized counts","2840","86879-39-2","123979","CHEBI:41254"
"3-ethylphenylsulfate","Xenobiotics","Benzoate Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","3530",NA,"86290012","CHEBI:82935"
"3-fucosyllactose","Carbohydrates","Disaccharides and Oligosaccharides","urine","Metabolon HD4 [nt-ms]","normalized counts","4300","41312-47-4","","CHEBI:90065"
"3-hydroxy-2-ethylpropionate","Amino Acids","Leucine, Isoleucine and Valine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1443.3","4374-62-3","188979","CHEBI:82956"
"3-hydroxy-3-methylglutarate","Lipids","Mevalonate Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","2700","503-49-1","1662","CHEBI:16831"
"3-hydroxyanthranilate","Amino Acids","Tryptophan Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","2407","548-93-6","86","CHEBI:15793"
"3-hydroxybutyrate (BHBA)","Lipids","Ketone Bodies","urine","Metabolon HD4 [nt-ms]","normalized counts","1443.3","625-72-9","","CHEBI:20067"
"3-hydroxybutyrylcarnitine (1)","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","urine","Metabolon HD4 [nt-ms]","normalized counts","2400",NA,"90659885","CHEBI:84842"
"3-hydroxybutyrylcarnitine (2)","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","urine","Metabolon HD4 [nt-ms]","normalized counts","2340",NA,"90659885","CHEBI:72995"
"3-hydroxycinnamate (m-coumarate)","Xenobiotics","Food Component/Plant","urine","Metabolon HD4 [nt-ms]","normalized counts","1960","588-30-7;14755-02-3","637541","CHEBI:32357"
"3-hydroxycinnamate sulfate","Xenobiotics","Food Component/Plant","urine","Metabolon HD4 [nt-ms]","normalized counts","1338","86321-30-4","6443141","CHEBI:166654"
"3-hydroxycotinine glucuronide","Xenobiotics","Tobacco Metabolite","urine","Metabolon HD4 [nt-ms]","normalized counts","1745","132929-88-5","","CHEBI:133206"
"3-hydroxyhippurate","Xenobiotics","Benzoate Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1687","1637-75-8","450268","CHEBI:70824"
"3-hydroxyindolin-2-one","Xenobiotics","Food Component/Plant","urine","Metabolon HD4 [nt-ms]","normalized counts","2035","61-71-2","6097","CHEBI:28536"
"3-hydroxyindolin-2-one sulfate","Xenobiotics","Chemical","urine","Metabolon HD4 [nt-ms]","normalized counts","2082",NA,"6097","CHEBI:28536"
"3-hydroxyisobutyrate","Amino Acids","Leucine, Isoleucine and Valine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1619.1","2068-83-9","","CHEBI:18064"
"3-hydroxykynurenine","Amino Acids","Tryptophan Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","2536","2147-61-7","89","CHEBI:1547"
"3-hydroxyphenylacetate","Amino Acids","Phenylalanine and Tyrosine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1576.8","621-37-4","12122","CHEBI:17445"
"3-hydroxyphenylacetate sulfate","Amino Acids","Phenylalanine and Tyrosine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","969",NA,"131831698","CHEBI:176479"
"3-hydroxyphenylacetatoylcarnitine","Amino Acids","Phenylalanine and Tyrosine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","2808",NA,"",""
"3-hydroxypyridine sulfate","Xenobiotics","Chemical","urine","Metabolon HD4 [nt-ms]","normalized counts","1595.5","1955-23-3","22642043","CHEBI:133559"
"3-hydroxyquinine","Xenobiotics","Drug","urine","Metabolon HD4 [nt-ms]","normalized counts","3271","78549-61-8","","CHEBI:17685"
"3-hydroxysebacate","Lipids","Fatty Acid, Monohydroxy","urine","Metabolon HD4 [nt-ms]","normalized counts","1282.0999999999999","73141-46-5","","CHEBI:89182"
"3-hydroxysuberate","Lipids","Fatty Acid, Monohydroxy","urine","Metabolon HD4 [nt-ms]","normalized counts","1892","73141-47-6","22328017","CHEBI:70766"
"3-hydroxytetradecanedioate","Lipids","Fatty Acid, Monohydroxy","urine","Metabolon HD4 [nt-ms]","normalized counts","3411","73179-89-2","20848956","CHEBI:89276"
"3-indoxyl sulfate","Amino Acids","Tryptophan Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","2222.1999999999998","2642-37-7","10258","CHEBI:43355"
"3-methoxycatechol sulfate (1)","Xenobiotics","Benzoate Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","2163",NA,"","CHEBI:133590"
"3-methoxycatechol sulfate (2)","Xenobiotics","Benzoate Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","2200",NA,"","CHEBI:133590"
"3-methoxytyramine","Amino Acids","Phenylalanine and Tyrosine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","2635","1477-68-5","1669","CHEBI:1582"
"3-methoxytyramine sulfate","Amino Acids","Phenylalanine and Tyrosine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1722",NA,"","CHEBI:133708"
"3-methoxytyrosine","Amino Acids","Phenylalanine and Tyrosine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","2555","300-48-1","","CHEBI:172453"
"3-methyl catechol sulfate (1)","Xenobiotics","Benzoate Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","2790",NA,"118431379, 156960912","CHEBI:18404"
"3-methyl catechol sulfate (2)","Xenobiotics","Benzoate Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","2860",NA,"156960912, 118431379","CHEBI:18404"
"3-methyl-2-oxobutyrate","Amino Acids","Leucine, Isoleucine and Valine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1465","3715-29-5","49","CHEBI:16530"
"3-methyl-2-oxovalerate","Amino Acids","Leucine, Isoleucine and Valine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","2064.1999999999998","1460-34-0;51829-07-3","","CHEBI:35932"
"3-methyladipate","Lipids","Fatty Acid, Dicarboxylate","urine","Metabolon HD4 [nt-ms]","normalized counts","2865","422955","","CHEBI:68503"
"3-methylcrotonylglycine","Amino Acids","Leucine, Isoleucine and Valine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1980","33008-07-0","169485","CHEBI:68499"
"3-methylcytidine","Nucleotides","Pyrimidine Metabolism, Cytidine containing","urine","Metabolon HD4 [nt-ms]","normalized counts","2176","21028-20-6","","CHEBI:20129"
"3-methylglutaconate","Amino Acids","Leucine, Isoleucine and Valine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1966","5746-90-7","1551553","CHEBI:37245"
"3-methylglutarate","Amino Acids","Leucine, Isoleucine and Valine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","2832","626-51-7","12284","CHEBI:68566"
"3-methylglutarylcarnitine (1)","Amino Acids","Lysine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","2635",NA,"","CHEBI:70857"
"3-methylglutarylcarnitine (2)","Amino Acids","Lysine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","2675",NA,"","CHEBI:70857"
"3-methylhistidine","Amino Acids","Histidine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","906.3","368-16-1","","CHEBI:70959"
"3-methylurate*","Xenobiotics","Xanthine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1024","605-99-2","11804","CHEBI:165839"
"3-methylxanthine","Xenobiotics","Xanthine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1700","1076-22-8","","CHEBI:62205"
"3-phosphoglycerate","Carbohydrates","Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","590","80731-10-8","724","CHEBI:17050"
"3-sialyllactose","Carbohydrates","Disaccharides and Oligosaccharides","urine","Metabolon HD4 [nt-ms]","normalized counts","3720","35890-38-1","","CHEBI:151472"
"3-ureidopropionate","Nucleotides","Pyrimidine Metabolism, Uracil containing","urine","Metabolon HD4 [nt-ms]","normalized counts","875","462-88-4","","CHEBI:18261"
"3,4-dihydroxyphenylacetate","Amino Acids","Phenylalanine and Tyrosine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1029.9000000000001","102-32-9","547","CHEBI:41941"
"3,4-dihydroxyphenylacetate sulfate","Amino Acids","Phenylalanine and Tyrosine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","800","38339-04-7","131831685","CHEBI:176477, CHEBI:166451"
"3,4-methyleneheptanoylcarnitine","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","urine","Metabolon HD4 [nt-ms]","normalized counts","4096",NA,"129691996",""
"3,5-dihydroxybenzoic acid","Xenobiotics","Food Component/Plant","urine","Metabolon HD4 [nt-ms]","normalized counts","785.4","99-10-5","7424","CHEBI:39912"
"3,7-dimethylurate","Xenobiotics","Xanthine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1418.2","13087-49-5","83126","CHEBI:68531"
"3'-a-sialyl-N-acetyllactosamine","Carbohydrates","Aminosugar Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","3300",NA,"","CHEBI:184003"
"4-acetamidobutanoate","Amino Acids","Polyamine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1350","3025-96-5","18189","CHEBI:17645"
"4-acetamidophenol","Xenobiotics","Drug","urine","Metabolon HD4 [nt-ms]","normalized counts","2173.6999999999998","103-90-2","1983","CHEBI:46195"
"4-acetamidophenylglucuronide","Xenobiotics","Drug","urine","Metabolon HD4 [nt-ms]","normalized counts","1400","120595-80-4","83944","CHEBI:32636"
"4-acetaminophen sulfate","Xenobiotics","Drug","urine","Metabolon HD4 [nt-ms]","normalized counts","1792","10066-90-7;32113-41-0","83939","CHEBI:32635"
"4-acetylphenol sulfate","Xenobiotics","Drug","urine","Metabolon HD4 [nt-ms]","normalized counts","2375",NA,"","CHEBI:133226"
"4-allylphenol sulfate","Xenobiotics","Food Component/Plant","urine","Metabolon HD4 [nt-ms]","normalized counts","3805",NA,"66633409","CHEBI:133096"
