metabolite,platform_name,super_pathway,sub_pathway,challenge.x,p_value_fasting,significant.x,challenge.y,p_value_pat,significant.y,challenge,p_value_oltt,significant
"4-androsten-3alpha,17alpha-diol monosulfate (3)",Metabolon HD4 [nt-ms],Lipids,Steroid,Fasting,0.0325422043251762,FALSE,PAT,0.0392920905597508,FALSE,OLTT,0.497566703888508,FALSE
"4-androsten-3beta,17beta-diol disulfate (1)",Metabolon HD4 [nt-ms],Lipids,Steroid,Fasting,0.452085928534443,FALSE,PAT,0.0809966545837723,FALSE,OLTT,0.232990207595377,FALSE
"4-androsten-3beta,17beta-diol disulfate (2)",Metabolon HD4 [nt-ms],Lipids,Steroid,Fasting,0.000630539059590724,FALSE,PAT,0.0293414271849338,FALSE,OLTT,0.00765616840796553,FALSE
"4-androsten-3beta,17beta-diol monosulfate (1)",Metabolon HD4 [nt-ms],Lipids,Steroid,Fasting,1.55083841801273e-12,TRUE,PAT,3.06460372247021e-05,TRUE,OLTT,7.4695520434913e-08,TRUE
"4-androsten-3beta,17beta-diol monosulfate (2)",Metabolon HD4 [nt-ms],Lipids,Steroid,Fasting,0.00120071120946398,FALSE,PAT,0.127144952123183,FALSE,OLTT,0.12611464330638,FALSE
4-ethylphenylsulfate,Metabolon HD4 [nt-ms],Xenobiotics,Benzoate Metabolism,Fasting,3.90244943378117e-07,TRUE,PAT,0.06834146568806,FALSE,OLTT,1.88195634354378e-11,TRUE
4-guanidinobutanoate,Metabolon HD4 [nt-ms],Amino Acids,Guanidino and Acetamido Metabolism,Fasting,0.00938650712538062,FALSE,PAT,5.17282131819155e-08,TRUE,OLTT,6.78792710391953e-21,TRUE
4-hydroxychlorothalonil,Metabolon HD4 [nt-ms],Xenobiotics,Chemical,Fasting,0.318283103842817,FALSE,PAT,0.00811845776059351,FALSE,OLTT,0.52297406307043,FALSE
4-hydroxyhippurate,Metabolon HD4 [nt-ms],Xenobiotics,Benzoate Metabolism,Fasting,9.48137580180918e-11,TRUE,PAT,4.73686754164117e-09,TRUE,OLTT,5.58410250137634e-09,TRUE
4-hydroxyphenylacetatoylcarnitine,Metabolon HD4 [nt-ms],Amino Acids,Phenylalanine and Tyrosine Metabolism,Fasting,0.0323556665390813,FALSE,PAT,8.24963644245499e-06,TRUE,OLTT,0.00188022171881567,FALSE
4-hydroxyphenylpyruvate,Metabolon HD4 [nt-ms],Amino Acids,Phenylalanine and Tyrosine Metabolism,Fasting,0.0929945564356117,FALSE,PAT,0.00013111652753294,FALSE,OLTT,0.00529710985688106,FALSE
4-methyl-2-oxopentanoate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",Fasting,4.2231239995126e-34,TRUE,PAT,5.05618795032709e-14,TRUE,OLTT,8.52048209529822e-07,TRUE
4-methylcatechol sulfate,Metabolon HD4 [nt-ms],Xenobiotics,Benzoate Metabolism,Fasting,3.37247602460206e-20,TRUE,PAT,0.114816799300427,FALSE,OLTT,1.00264625969651e-05,TRUE
4-vinylphenol sulfate,Metabolon HD4 [nt-ms],Xenobiotics,Benzoate Metabolism,Fasting,2.49615717487145e-55,TRUE,PAT,0.00657195177190043,FALSE,OLTT,5.26953094330686e-12,TRUE
"5,6-dihydrothymine",Metabolon HD4 [nt-ms],Nucleotides,"Pyrimidine Metabolism, Thymine containing",Fasting,0.0619484318021984,FALSE,PAT,1.16985208655825e-05,TRUE,OLTT,3.22969528612177e-07,TRUE
5-acetylamino-6-amino-3-methyluracil,Metabolon HD4 [nt-ms],Xenobiotics,Xanthine Metabolism,Fasting,3.97830240265949e-08,TRUE,PAT,0.517140967042394,FALSE,OLTT,1.71133043260739e-06,TRUE
5-dodecenoate (12:1n7),Metabolon HD4 [nt-ms],Lipids,Medium Chain Fatty Acid,Fasting,3.6025691921595e-11,TRUE,PAT,5.02811877317043e-19,TRUE,OLTT,1.26734562295304e-28,TRUE
5-hydroxyindoleacetate,Metabolon HD4 [nt-ms],Amino Acids,Tryptophan Metabolism,Fasting,0.00251286673133893,FALSE,PAT,3.18308484200813e-09,TRUE,OLTT,3.94942440871613e-08,TRUE
5-hydroxylysine,Metabolon HD4 [nt-ms],Amino Acids,Lysine Metabolism,Fasting,2.8428872797271e-05,TRUE,PAT,0.562767383490179,FALSE,OLTT,4.26694296645404e-10,TRUE
5-methylthioadenosine (mta),Metabolon HD4 [nt-ms],Amino Acids,Polyamine Metabolism,Fasting,2.42380998644091e-05,TRUE,PAT,0.287899976529229,FALSE,OLTT,3.05151661595981e-20,TRUE
5-methyluridine (ribothymidine),Metabolon HD4 [nt-ms],Nucleotides,"Pyrimidine Metabolism, Uracil containing",Fasting,0.0321474312978589,FALSE,PAT,0.0698027540652143,FALSE,OLTT,0.000459887782721886,FALSE
5-oxoproline,Metabolon HD4 [nt-ms],Amino Acids,Glutathione Metabolism,Fasting,0.248231265642677,FALSE,PAT,0.000111809487037057,FALSE,OLTT,0.0189098551948187,FALSE
"5alpha-androstan-3alpha, 17beta-diol-17-glucosiduronate",Metabolon HD4 [nt-ms],Lipids,Steroid,Fasting,0.0152775352060779,FALSE,PAT,0.331864039072556,FALSE,OLTT,0.000332045603012289,FALSE
"5alpha-androstan-3alpha,17alpha-diol disulfate",Metabolon HD4 [nt-ms],Lipids,Steroid,Fasting,0.152966090953307,FALSE,PAT,0.550744376711411,FALSE,OLTT,7.88168948663483e-06,TRUE
"5alpha-androstan-3alpha,17alpha-diol monosulfate",Metabolon HD4 [nt-ms],Lipids,Steroid,Fasting,3.35765939538078e-06,TRUE,PAT,0.0014806106236165,FALSE,OLTT,0.0406598152815081,FALSE
"5alpha-androstan-3alpha,17beta-diol disulfate",Metabolon HD4 [nt-ms],Lipids,Steroid,Fasting,1.40881134659419e-05,TRUE,PAT,0.500694944902502,FALSE,OLTT,0.0848425181564493,FALSE
"5alpha-androstan-3alpha,17beta-diol monosulfate (1)",Metabolon HD4 [nt-ms],Lipids,Steroid,Fasting,0.00443781458709253,FALSE,PAT,0.0228052750153882,FALSE,OLTT,0.000943065365911958,FALSE
"5alpha-androstan-3alpha,17beta-diol monosulfate (2)",Metabolon HD4 [nt-ms],Lipids,Steroid,Fasting,0.118881216517898,FALSE,PAT,0.0178770576374798,FALSE,OLTT,0.0758181376120354,FALSE
"5alpha-androstan-3beta,17alpha-diol disulfate",Metabolon HD4 [nt-ms],Lipids,Steroid,Fasting,0.030189040732716,FALSE,PAT,0.130537158083112,FALSE,OLTT,0.121740505705209,FALSE
"5alpha-androstan-3beta,17beta-diol disulfate",Metabolon HD4 [nt-ms],Lipids,Steroid,Fasting,0.736904187330969,FALSE,PAT,0.373849935617055,FALSE,OLTT,0.223229488658163,FALSE
"5alpha-androstan-3beta,17beta-diol monosulfate (2)",Metabolon HD4 [nt-ms],Lipids,Steroid,Fasting,1.29263202347982e-05,TRUE,PAT,0.00858756484014647,FALSE,OLTT,0.000950121722693726,FALSE
"5alpha-pregnan-3(alpha or beta),20beta-diol disulfate",Metabolon HD4 [nt-ms],Lipids,Steroid,Fasting,8.69635154612289e-11,TRUE,PAT,0.242527645453129,FALSE,OLTT,0.105969560127452,FALSE
"5alpha-pregnan-3beta,20alpha-diol disulfate",Metabolon HD4 [nt-ms],Lipids,Steroid,Fasting,0.00184234792631732,FALSE,PAT,0.311385714684054,FALSE,OLTT,0.30490266577605,FALSE
"5alpha-pregnan-3beta,20alpha-diol monosulfate (2)",Metabolon HD4 [nt-ms],Lipids,Steroid,Fasting,0.338418189209845,FALSE,PAT,0.0631051417690208,FALSE,OLTT,0.366475942266713,FALSE
"5alpha-pregnan-3beta,20beta-diol monosulfate (1)",Metabolon HD4 [nt-ms],Lipids,Steroid,Fasting,0.0171491858779054,FALSE,PAT,0.000925491138293324,FALSE,OLTT,0.276800770179633,FALSE
6-hydroxyindole sulfate,Metabolon HD4 [nt-ms],Xenobiotics,Chemical,Fasting,1.61083914371111e-05,TRUE,PAT,1.77885645409218e-07,TRUE,OLTT,0.000112881841370977,FALSE
6-oxopiperidine-2-carboxylic acid,Metabolon HD4 [nt-ms],Amino Acids,Lysine Metabolism,Fasting,0.015396819229748,FALSE,PAT,0.661531997646871,FALSE,OLTT,0.0093181981313972,FALSE
7-alpha-hydroxy-3-oxo-4-cholestenoate (7-hoca),Metabolon HD4 [nt-ms],Lipids,Sterol,Fasting,2.28345360324523e-09,TRUE,PAT,3.47021230299183e-10,TRUE,OLTT,0.0397661661293074,FALSE
7-methylguanine,Metabolon HD4 [nt-ms],Nucleotides,"Purine Metabolism, Guanine containing",Fasting,0.469555112264436,FALSE,PAT,0.0312673652258771,FALSE,OLTT,0.00556959725168814,FALSE
7-methylxanthine,Metabolon HD4 [nt-ms],Xenobiotics,Xanthine Metabolism,Fasting,9.89953194520343e-11,TRUE,PAT,0.00074487805931742,FALSE,OLTT,1.77241134273693e-09,TRUE
"9,10-dihome",Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Dihydroxy",Fasting,3.52555305944304e-12,TRUE,PAT,0.084260420299827,FALSE,OLTT,2.35053380257759e-11,TRUE
acetoacetate,Metabolon HD4 [nt-ms],Lipids,Ketone Bodies,Fasting,5.04110482025306e-80,TRUE,PAT,2.28699139937419e-07,TRUE,OLTT,1.70601741677941e-38,TRUE
acetylcarnitine,Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),Fasting,8.87166345168411e-89,TRUE,PAT,2.72135812771103e-09,TRUE,OLTT,1.5407899356222e-48,TRUE
acisoga,Metabolon HD4 [nt-ms],Amino Acids,Polyamine Metabolism,Fasting,0.892308850499853,FALSE,PAT,0.0924419035819854,FALSE,OLTT,0.631423312488189,FALSE
adenine,Metabolon HD4 [nt-ms],Nucleotides,"Purine Metabolism, Adenine containing",Fasting,0.188431185137456,FALSE,PAT,0.00848946524887739,FALSE,OLTT,0.00364309668981561,FALSE
adenosine,Metabolon HD4 [nt-ms],Nucleotides,"Purine Metabolism, Adenine containing",Fasting,0.0410624151433772,FALSE,PAT,0.0267572138948784,FALSE,OLTT,0.000698678688263746,FALSE
"adenosine 3',5'-cyclic monophosphate (camp)",Metabolon HD4 [nt-ms],Nucleotides,"Purine Metabolism, Adenine containing",Fasting,0.917343697391051,FALSE,PAT,2.91961747104392e-11,TRUE,OLTT,0.00118735071114312,FALSE
adenosine 5'-monophosphate (amp),Metabolon HD4 [nt-ms],Nucleotides,"Purine Metabolism, Adenine containing",Fasting,0.0513713943552022,FALSE,PAT,2.48748621888387e-07,TRUE,OLTT,0.530141165377518,FALSE
adipoylcarnitine,Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),Fasting,2.0093166038302e-52,TRUE,PAT,7.79539473442143e-05,TRUE,OLTT,2.89984924590075e-09,TRUE
alanine,Metabolon HD4 [nt-ms],Amino Acids,Alanine and Aspartate Metabolism,Fasting,6.69265291129364e-06,TRUE,PAT,1.33009016308858e-12,TRUE,OLTT,3.59135278542336e-10,TRUE
allantoin,Metabolon HD4 [nt-ms],Nucleotides,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",Fasting,0.029394593673938,FALSE,PAT,0.0763645645520604,FALSE,OLTT,0.00244489953492416,FALSE
alliin,Metabolon HD4 [nt-ms],Xenobiotics,Food Component/Plant,Fasting,6.60733033482753e-84,TRUE,PAT,0.0442224281890717,FALSE,OLTT,2.7770241430427e-10,TRUE
alpha-hydroxyisocaproate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",Fasting,6.75315919025682e-43,TRUE,PAT,6.70426118235286e-18,TRUE,OLTT,1.96445630010074e-08,TRUE
alpha-hydroxyisovalerate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",Fasting,6.4954551159552e-09,TRUE,PAT,6.13155986731467e-05,TRUE,OLTT,0.00281951734504398,FALSE
alpha-ketobutyrate,Metabolon HD4 [nt-ms],Amino Acids,"Methionine, Cysteine, SAM and Taurine Metabolism",Fasting,9.50891327156272e-56,TRUE,PAT,1.05278985010529e-12,TRUE,OLTT,2.54247813126203e-07,TRUE
alpha-ketoglutarate,Metabolon HD4 [nt-ms],Energy,TCA Cycle,Fasting,2.78949700298036e-08,TRUE,PAT,6.68533148107315e-11,TRUE,OLTT,0.0900227844641853,FALSE
alpha-tocopherol,Metabolon HD4 [nt-ms],Cofactors and Vitamins,Tocopherol Metabolism,Fasting,0.0576293185585905,FALSE,PAT,0.320468412612961,FALSE,OLTT,1.21850488483079e-06,TRUE
andro steroid monosulfate (1),Metabolon HD4 [nt-ms],Lipids,Steroid,Fasting,0.227776224585427,FALSE,PAT,0.00824589517176458,FALSE,OLTT,2.22906900045409e-05,TRUE
androsterone sulfate,Metabolon HD4 [nt-ms],Lipids,Steroid,Fasting,0.116091548880305,FALSE,PAT,0.0430854191884059,FALSE,OLTT,0.0694280556022175,FALSE
arabitol/xylitol,Metabolon HD4 [nt-ms],Carbohydrates,Pentose Metabolism,Fasting,0.000842785345516018,FALSE,PAT,0.185799956092465,FALSE,OLTT,0.00492760015511319,FALSE
arabonate/xylonate,Metabolon HD4 [nt-ms],Carbohydrates,Pentose Metabolism,Fasting,1.15707269930319e-07,TRUE,PAT,0.226079326718254,FALSE,OLTT,3.00350636040139e-05,TRUE
arginine,Biocrates p150 [t-ms],Amino Acids,Urea cycle; Arginine and Proline Metabolism,Fasting,0.0219924169823781,FALSE,PAT,2.50543874252847e-07,TRUE,OLTT,1.27263260982486e-15,TRUE
arginine,Metabolon HD4 [nt-ms],Amino Acids,Urea cycle; Arginine and Proline Metabolism,Fasting,0.00229060859180999,FALSE,PAT,0.000452249804083764,FALSE,OLTT,7.0145163669061e-46,TRUE
argininosuccinate,Metabolon HD4 [nt-ms],Amino Acids,Urea cycle; Arginine and Proline Metabolism,Fasting,0.000145805468413291,FALSE,PAT,0.111822593834529,FALSE,OLTT,2.17103385691947e-12,TRUE
asparagine,Metabolon HD4 [nt-ms],Amino Acids,Alanine and Aspartate Metabolism,Fasting,0.0722161940598745,FALSE,PAT,0.003454519548921,FALSE,OLTT,2.26943317386052e-14,TRUE
aspartate,Metabolon HD4 [nt-ms],Amino Acids,Alanine and Aspartate Metabolism,Fasting,0.000659647308790862,FALSE,PAT,6.93544930631862e-05,TRUE,OLTT,3.71485735631264e-10,TRUE
azelate (nonanedioate),Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Dicarboxylate",Fasting,0.000957843981312309,FALSE,PAT,0.407324460337297,FALSE,OLTT,8.28263289448924e-08,TRUE
benzoate,Metabolon HD4 [nt-ms],Xenobiotics,Benzoate Metabolism,Fasting,0.0247380624850066,FALSE,PAT,0.304350749387703,FALSE,OLTT,0.239047749280722,FALSE
beta-alanine,Metabolon HD4 [nt-ms],Nucleotides,"Pyrimidine Metabolism, Uracil containing",Fasting,0.0332181269631561,FALSE,PAT,0.159949953976304,FALSE,OLTT,0.276372733959854,FALSE
beta-hydroxyisovalerate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",Fasting,1.04377352455751e-07,TRUE,PAT,0.214946667283851,FALSE,OLTT,0.000172231799194434,FALSE
betaine,Metabolon HD4 [nt-ms],Amino Acids,"Glycine, Serine and Threonine Metabolism",Fasting,0.0322997797832754,FALSE,PAT,0.00663962849747091,FALSE,OLTT,1.13844285958749e-07,TRUE
betonicine,Metabolon HD4 [nt-ms],Xenobiotics,Food Component/Plant,Fasting,0.157197271110614,FALSE,PAT,0.0424537519195811,FALSE,OLTT,0.00786742914275468,FALSE
"bilirubin (e,e)",Metabolon HD4 [nt-ms],Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,Fasting,1.82879228633832e-20,TRUE,PAT,0.151314730149313,FALSE,OLTT,1.04871474891581e-09,TRUE
"bilirubin (e,z or z,e)",Metabolon HD4 [nt-ms],Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,Fasting,6.0202762580228e-06,TRUE,PAT,0.183902030351161,FALSE,OLTT,1.49342893715671e-06,TRUE
"bilirubin (z,z)",Metabolon HD4 [nt-ms],Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,Fasting,1.31297713782178e-12,TRUE,PAT,0.00412239313649766,FALSE,OLTT,3.84257346991442e-15,TRUE
biliverdin,Metabolon HD4 [nt-ms],Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,Fasting,5.3261390805106e-05,TRUE,PAT,0.0104260764338365,FALSE,OLTT,1.80971969376141e-16,TRUE
butyrylcarnitine,Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (also BCAA Metabolism),Fasting,0.0285099478353928,FALSE,PAT,6.9190390279341e-05,TRUE,OLTT,0.00212768226787683,FALSE
c-glycosyltryptophan,Metabolon HD4 [nt-ms],Amino Acids,Tryptophan Metabolism,Fasting,0.0912845698240866,FALSE,PAT,0.160460440689491,FALSE,OLTT,0.520905212416039,FALSE
c0 (carnitine),Biocrates p150 [t-ms],Lipids,Carnitine Metabolism,Fasting,5.32118798677537e-09,TRUE,PAT,5.09046971181033e-24,TRUE,OLTT,9.50244507921904e-12,TRUE
c10 (decanoylcarnitine),Biocrates p150 [t-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),Fasting,0.00520510470335607,FALSE,PAT,0.00317047721274489,FALSE,OLTT,6.96656915925849e-06,TRUE
c10:1 (decenoylcarnitine),Biocrates p150 [t-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),Fasting,0.0176111679710655,FALSE,PAT,0.127630854698001,FALSE,OLTT,6.25302104748193e-20,TRUE
c12 (dodecanoylcarnitine),Biocrates p150 [t-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),Fasting,1.19873885466102e-05,TRUE,PAT,1.16156330643639e-05,TRUE,OLTT,4.79496700751607e-05,TRUE
c12:1 (dodecenoylcarnitine),Biocrates p150 [t-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),Fasting,9.08084798717813e-06,TRUE,PAT,0.000546171611407324,FALSE,OLTT,2.5941491733301e-06,TRUE
c14 (tetradecanoylcarnitine),Biocrates p150 [t-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),Fasting,1.19987583396139e-15,TRUE,PAT,6.52316361283113e-10,TRUE,OLTT,2.4583187570861e-09,TRUE
c14:1 (tetradecenoylcarnitine),Biocrates p150 [t-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),Fasting,1.74007896404293e-20,TRUE,PAT,8.55970862349289e-07,TRUE,OLTT,1.58982456745086e-20,TRUE
c14:1-oh (hydroxytetradecenoylcarnitine),Biocrates p150 [t-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),Fasting,2.26228184168959e-06,TRUE,PAT,1.1415466291232e-06,TRUE,OLTT,1.47349470483236e-11,TRUE
c14:2 (tetradecadienylcarnitine),Biocrates p150 [t-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),Fasting,3.20247702685816e-11,TRUE,PAT,5.60963973150431e-05,TRUE,OLTT,2.32279060516282e-43,TRUE
c16 (hexadecanoylcarnitine),Biocrates p150 [t-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),Fasting,9.12403496621569e-33,TRUE,PAT,0.000360866362774104,FALSE,OLTT,9.95190375488989e-14,TRUE
c16-oh (hydroxyhexadecanoylcarnitine),Biocrates p150 [t-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),Fasting,0.000111348864172653,FALSE,PAT,0.217155587166078,FALSE,OLTT,0.0506642073948847,FALSE
c16:1-oh (hexadecenoylcarnitine),Biocrates p150 [t-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),Fasting,3.60639255829615e-13,TRUE,PAT,1.37764460331146e-05,TRUE,OLTT,0.0380171389511304,FALSE
c16:2 (hexadecadienylcarnitine),Biocrates p150 [t-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),Fasting,1.83350182653836e-12,TRUE,PAT,5.02020383588689e-05,TRUE,OLTT,7.31048935875487e-31,TRUE
c16:2-oh (hydroxyhexadecadienylcarnitine),Biocrates p150 [t-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),Fasting,0.00053431687306022,FALSE,PAT,0.0557139816242167,FALSE,OLTT,0.0620931522753274,FALSE
c18 (octadecanoylcarnitine),Biocrates p150 [t-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),Fasting,1.44203732097389e-23,TRUE,PAT,0.0394131595662261,FALSE,OLTT,0.0113128917720295,FALSE
c18:1 (octadecenoylcarnitine),Biocrates p150 [t-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),Fasting,1.57997348629196e-45,TRUE,PAT,1.02916008190263e-08,TRUE,OLTT,6.47738370754264e-30,TRUE
c18:2 (octadecadienylcarnitine),Biocrates p150 [t-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),Fasting,6.07552690436905e-27,TRUE,PAT,0.000103212036556452,FALSE,OLTT,1.34711044571391e-40,TRUE
c2 (acetylcarnitine),Biocrates p150 [t-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),Fasting,1.48135762082417e-87,TRUE,PAT,8.87087970700498e-32,TRUE,OLTT,9.63082675200483e-71,TRUE
c3 (propionylcarnitine),Biocrates p150 [t-ms],Lipids,Fatty Acid Metabolism (also BCAA Metabolism),Fasting,2.79174401084348e-26,TRUE,PAT,1.43071415008734e-14,TRUE,OLTT,2.29387580099306e-29,TRUE
c4 (butyrylcarnitine),Biocrates p150 [t-ms],Lipids,Fatty Acid Metabolism (also BCAA Metabolism),Fasting,6.96967973667965e-09,TRUE,PAT,4.4215990627013e-11,TRUE,OLTT,1.0059168109399e-10,TRUE
c4:1-dc (fumarylcarnitine) and c6 (hexanoylcarnitine),Biocrates p150 [t-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),Fasting,3.6675721508944e-10,TRUE,PAT,0.00231553641827467,FALSE,OLTT,7.94562891312717e-18,TRUE
c5 (valerylcarnitine),Biocrates p150 [t-ms],Lipids,Fatty Acid Metabolism (also BCAA Metabolism),Fasting,0.0285891859272348,FALSE,PAT,0.0362675747393721,FALSE,OLTT,0.11855813775018,FALSE
c5:1( tiglylcarnitine),Biocrates p150 [t-ms],Lipids,Fatty Acid Metabolism (also BCAA Metabolism),Fasting,0.457865592188511,FALSE,PAT,0.305601112009145,FALSE,OLTT,0.361417186285,FALSE
c5:1-dc (glutaconylcarnitine),Biocrates p150 [t-ms],Lipids,Fatty Acid Metabolism (also BCAA Metabolism),Fasting,0.112972847762258,FALSE,PAT,0.0125422363487193,FALSE,OLTT,0.269611221420458,FALSE
c6-oh (glutarylcarnitine) and c5-dc (hydroxyhexanoylcarnitine),Biocrates p150 [t-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),Fasting,0.000361258876049509,FALSE,PAT,0.0461719078657531,FALSE,OLTT,0.0187000410076997,FALSE
c7-dc (pimelylcarnitine),Biocrates p150 [t-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),Fasting,0.00316074048315223,FALSE,PAT,3.84511543206839e-14,TRUE,OLTT,2.00266143734537e-06,TRUE
c8 (octanoylcarnitine),Biocrates p150 [t-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),Fasting,0.0141442554791389,FALSE,PAT,0.00961244449910214,FALSE,OLTT,7.92481551022548e-06,TRUE
c8:1 (octenoylcarnitine),Biocrates p150 [t-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),Fasting,0.0411749493923122,FALSE,PAT,3.87658802683271e-06,TRUE,OLTT,9.62790149390136e-19,TRUE
caffeine,Metabolon HD4 [nt-ms],Xenobiotics,Xanthine Metabolism,Fasting,0.0279717856536919,FALSE,PAT,7.65864478737283e-12,TRUE,OLTT,1.96721367305401e-35,TRUE
caprate (10:0),Metabolon HD4 [nt-ms],Lipids,Medium Chain Fatty Acid,Fasting,2.15739815192493e-10,TRUE,PAT,4.41378064482911e-15,TRUE,OLTT,1.02601035573999e-28,TRUE
caproate (6:0),Metabolon HD4 [nt-ms],Lipids,Medium Chain Fatty Acid,Fasting,0.0538586441269532,FALSE,PAT,0.266435670223966,FALSE,OLTT,0.118444131121508,FALSE
caprylate (8:0),Metabolon HD4 [nt-ms],Lipids,Medium Chain Fatty Acid,Fasting,0.0608886896654408,FALSE,PAT,0.00315933564489286,FALSE,OLTT,0.000112854393616963,FALSE
carnitine,Metabolon HD4 [nt-ms],Lipids,Carnitine Metabolism,Fasting,2.9925661252415e-09,TRUE,PAT,0.000674405799608993,FALSE,OLTT,1.04049151827394e-35,TRUE
catechol sulfate,Metabolon HD4 [nt-ms],Xenobiotics,Benzoate Metabolism,Fasting,1.20508850451912e-230,TRUE,PAT,0.000295605817226795,FALSE,OLTT,2.50126504133217e-15,TRUE
cholate,Metabolon HD4 [nt-ms],Lipids,Primary Bile Acid Metabolism,Fasting,4.73060171867035e-11,TRUE,PAT,0.00132910333520601,FALSE,OLTT,2.81538151649584e-07,TRUE
cholesterol,Metabolon HD4 [nt-ms],Lipids,Sterol,Fasting,0.245082868411762,FALSE,PAT,0.0560970531763955,FALSE,OLTT,0.0531101715131797,FALSE
choline,Metabolon HD4 [nt-ms],Lipids,Phospholipid Metabolism,Fasting,2.63759526224164e-07,TRUE,PAT,7.27524546181387e-08,TRUE,OLTT,2.7746991357879e-06,TRUE
choline phosphate,Metabolon HD4 [nt-ms],Lipids,Phospholipid Metabolism,Fasting,0.0427342343605821,FALSE,PAT,2.89015557342249e-09,TRUE,OLTT,1.89210874583478e-11,TRUE
cinnamoylglycine,Metabolon HD4 [nt-ms],Xenobiotics,Food Component/Plant,Fasting,0.00569825447305242,FALSE,PAT,8.49578732183566e-09,TRUE,OLTT,8.19521716385101e-09,TRUE
cis-4-decenoyl carnitine,Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),Fasting,0.000455648110580829,FALSE,PAT,0.00551718963684428,FALSE,OLTT,1.79438411731968e-21,TRUE
cis-aconitate,Metabolon HD4 [nt-ms],Energy,TCA Cycle,Fasting,3.33561453206503e-08,TRUE,PAT,4.45903988277169e-09,TRUE,OLTT,3.81335416510085e-06,TRUE
citrate,Metabolon HD4 [nt-ms],Energy,TCA Cycle,Fasting,5.66503608915588e-08,TRUE,PAT,1.21182157948148e-11,TRUE,OLTT,0.000282209811744546,FALSE
citrulline,Metabolon HD4 [nt-ms],Amino Acids,Urea cycle; Arginine and Proline Metabolism,Fasting,0.0585297005358572,FALSE,PAT,0.199436850352809,FALSE,OLTT,6.97509720568242e-13,TRUE
cortisol,Metabolon HD4 [nt-ms],Lipids,Steroid,Fasting,1.67494766413934e-27,TRUE,PAT,1.54529989759342e-06,TRUE,OLTT,5.34502225118752e-21,TRUE
cortisone,Metabolon HD4 [nt-ms],Lipids,Steroid,Fasting,6.47495437666516e-15,TRUE,PAT,0.000742715261051405,FALSE,OLTT,3.14573811374474e-15,TRUE
creatine,Metabolon HD4 [nt-ms],Amino Acids,Creatine Metabolism,Fasting,1.2194511139984e-05,TRUE,PAT,0.0045876674488258,FALSE,OLTT,2.21222307170906e-09,TRUE
creatinine,Metabolon HD4 [nt-ms],Amino Acids,Creatine Metabolism,Fasting,0.0370564948614563,FALSE,PAT,0.131092050298395,FALSE,OLTT,0.00031294745395154,FALSE
"cys-gly, oxidized",Metabolon HD4 [nt-ms],Amino Acids,Glutathione Metabolism,Fasting,8.63332714792048e-05,FALSE,PAT,0.0355898473042063,FALSE,OLTT,0.183223773239357,FALSE
cystathionine,Metabolon HD4 [nt-ms],Amino Acids,"Methionine, Cysteine, SAM and Taurine Metabolism",Fasting,5.65016814713059e-17,TRUE,PAT,0.000638801353393775,FALSE,OLTT,2.73964159333898e-20,TRUE
